Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type
7677,2008-05-04 18:39:40.000,"GRB 080503, Swift-BAT lag and time-resolved spectral analysisT. Ukwatta (GWU), M. Stamatikos (GSFC/ORAU), T. Sakamoto (GSFC/UMBC),
J. Norris (U. of Denver), S. D. Barthelmy (GSFC)
(for the Swift-BAT team):
 
For GRB 080503 (Trigger 310785, GCNs 7665 & 7673),
the spectral lag analysis of the data from T-1 sec to T+1 sec
(the initial spike), yields a lag of -13 +/- 9 msec for the
15-25 to 50-100 keV bands using lightcurve binnings of 4, 8 and 16 msec.
For the on-going emission (T+10 to T+220 sec), the signal is too weak
and lacking sufficient structure to yield a significant lag measurement.

Expanding on the total-burst spectral analysis in GCN 7673,
we have divided the burst into an initial phase (T+0.0 to T+0.7 sec)
and the extended phase (T+10 to T+170 sec).  The simple power law fits are:
  Phase     PLI            Norm(@50keV)         Chi2/DoF
  Initial   1.59 +/-0.28  (8.15 +- 1.5)E-3      69/59
  Extended  1.91 +/-0.12  (1.19 +- 0.08)E-3     52/59
The units of Normalization are ph/cm2/s/keV.

This lag value plus the spectral results puts this burst
in the short hard burst category.",No Redshift,GRB 080503,Swift-BAT,No Information
7730,2008-05-15 16:24:56.000,"GRB 080514B : redshift estimationB. Gendre (LAM/CNRS/Universite de Provence), A. Galli (IASF-Roma/INAF), 
M. Bor (OHP/CNRS) report :

Using the XRT analysis reported by Page et al. (GCN 7723), we 
extrapolated an X-ray flux of 4.8 10^-13 cgi 1 day after the burst (2-10 
keV). Using the Boer & Gendre relation, we estimate the redshift of GRB 
080514B to be either 2.8 or 0.9 if this event is a group I or II 
respectively (see Gendre, Galli & Bor, ApJ, in press), with 
uncertainties of 30%. Further constraints on the redshift could be set 
by B observations of the afterglow candidate reported in de Ugarte 
Postigo et al. (GCN 7719).

This message can be cited.","2.8, 0.9",GRB 080514B,XRT,"Photometric, Spectroscopic"
7757,2008-05-21 11:38:56.000,"GRB 080520: VLT redshiftPall Jakobsson (U. Hertfordshire), Johan P. U. Fynbo,
Daniele Malesani, Jens Hjorth and Bo Milvang-Jensen
(DARK, NBI) report on behalf of a larger collaboration:

Using FORS2 on the Very Large Telescope, we have obtained
3*30 min spectra (grism 300V) of the optical afterglow of
GRB 080520 (Grupe et al., GCN 7753). The acquisition image
shows it to have R = 23.0 +/- 0.5 on May 21.235 (7.3 hours
post burst).

A firm upper limit of z < 2.4 can be placed on the redshift
of GRB 080520 from the lack of Ly-alpha forest lines in the
spectrum of the afterglow. This is consistent with the GROND
observations (Rossi et al., GCN 7756).

The combined spectrum shows an emission line, presumably
corresponding to [O II] 3727 at z = 1.545. At this redshift
we also find the Mg II doublet (2796,2803) and Mg I (2852).

We thank the Paranal staff for excellent support, especially
Yuri Beletsky and Patricia Guajardo.",1.545,GRB 080520,Very Large Telescope (VLT),Spectroscopic
7760,2008-05-21 15:09:41.000,"GRB 080514B: pseudo-z= 1.8 from prompt emission spectrumA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We used the spectral parameters of GRB 080514B
provided by Golenetskii et al. (GCNC 7751) to compute
the spectral pseudo-redshift(**) of this burst localized
by SuperAGILE/IPN (Rapisarda et al., GCN 7715).

We find a pseudo-redshift pz= 1.76  0.30

We note that this redshift estimate is consistent with
the observations of the afterglow in B band performed
with the NOT, that may imply a redshift z < 3.7
(Malesani et al., GCNC 7734). This is also consistent
with the observations of the Swift/UVOT (Holland et al.,
GCNC 7759), in which the non-detection of the afterglow
in uvw2 filters may suggest z >~ 1.9

(**) cf. http://www.ast.obs-mip.fr/grb/pz",1.8,GRB 080514B,SuperAGILE/IPN,Spectroscopic
7779,2008-05-29 18:22:30.000,"GRB 080523: afterglow confirmation and redshift constraintsD. Malesani, J. P. U. Fynbo (DARK/NBI), A. de Ugarte Postigo (ESO), P. 
Jakobsson (Univ. Hertfordshire), J. Hjorth, B. Milvang-Jensen 
(DARK/NBI), report on behalf of a larger collaboration:

We observed again the field of GRB 080523 (Stroh et al., GCN 7767) with 
the ESO VLT equipped with the FORS2 camera. Observations were carried 
out on 2008 May 28, at mean time 9:35 UT (4.5 days after the GRB) in the 
R band.

The optical source identified by Fynbo et al. (GCN 7770) has clearly 
faded since our previous observation by at least 1.5 mag. This confirms 
that the object is the afterglow of GRB 080523. The refined coordinates 
(J2000, against USNO-B1.0) are

RA = 01:23:11.56
Dec = -64:01:51.59

Residual, marginally significant emission is still detected close to the 
afterglow position. It is unclear whether this is related to the GRB.

A finding chart showing the field in the two epochs is posted at

http://www.astro.ku.dk/~malesani/GRB/080523/080523_finder.jpg

Close inspection of our spectra (Fynbo et al., GCN 7770) fails to reveal 
any convincing absorption or emission feature. The object has a blue 
continuum, and flux is detected down to ~4070 AA. A conservative limit 
to the redshift is set by the absence of Lyman-alpha forest redward of 
~4900 AA, which implies z < 3. This limit rules out a high redshift as 
suggested by the burst gamma-ray properties (Palmer et al., GCN 7772).

We acknowledge significant support from the ESO staff at Paranal, 
particularly Linda Schmidtobreick.",No Redshift,GRB 080523,ESO VLT,Spectroscopic
7791,2008-06-03 15:29:48.000,"GRB 080603: Gemini-North redshiftD. A. Perley, J. S. Bloom (UC Berkeley), and J. X. Prochaska (UCO/Lick) 
report on behalf of a larger collaboration:

Following the KAIT detection (Chornock et al., GCN 7789) of the 
afterglow candidate of GRB 080603 (Paizis et al., GCN 7790; Gomboc et 
al., GCN 7788) we began a spectroscopic sequence at Gemini-North using 
GMOS.  We acquired 2x1200s longslit exposures starting at UT 13:24.  We 
detect very strong resonance lines of MgII and FeII and the 
fine-structure transitions of FeII which establish the redshift of the 
GRB to be z=1.6880.  In addition, we identify intervening MgII 
absorption systems at z=1.5635 (90% c.l.) and z=1.271 (100% c.l.)

In addition, in a single acquisition exposure starting at UT 13:05:05 
(107 minutes after the trigger) the object has a magnitude (relative to 
USNO B1.0) of R~19.7, suggesting it has not faded significantly since 
the observations of Gomboc et al. (GCN 7788).

We thank Richard McDermid and the Gemini staff and for support.",z=1.6880,GRB 080603,Gemini-North,Spectroscopic
7797,2008-06-03 23:00:16.000,"GRB080603B: NOT redshiftJohan Fynbo (DARK/NBI), Pierre-Olivier Quirion (Univ. Aarhus), Dong Xu,
Daniele Malesani, C. C. Thoene, J. Hjorth, B. Milvang-Jensen (DARK/NBI),
and Pall Jakobsson (Univ. Hertfordshire) report on behalf of a larger
collaboration:

We observed the field of GRB 080603B (Mangano et al., GCN 7794) with the
NOT telescope. We obtained R-band imaging and a low resolution
spectrum using the AlFOSC instrument. Based on the detection of
Lyman-alpha and a number of relatively strong metal lines we infer a
redshift of 2.69.

[GCN OPS NOTE(04jun08): Per author's request, a ""B"" was added in the Subject.
And Dong Xu was added to the author list.]",2.69,GRB080603B,NOT telescope,Spectroscopic
7805,2008-06-04 11:39:53.000,"GRB 080604: Hobby-Eberly Telescope spectroscopyA. Cucchiara and D. B. Fox (Penn State) report:

""Starting on 2008 June 4.35 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope (R ~ 230) to obtain a 1200s spectrum
of the optical afterglow of GRB 080604 (La Parola et al., GCN 7800).
The spectrum covers the wavelength range 4500 to 10,000 Angstrom.
Based on a preliminary calibration we detect absorption features
corresponding to the MgII doublet (2796, 2803 A) and MgI (2852 A)
as well as other metal absorption features at redshift z = 1.28.

The absence of Lyman break in our dataset suggests z < 2.7.

A refined analysis will be posted.

We thank the HET staff for performing this observation,
in particular Matthew Shetrone.""",1.28,GRB 080604,Hobby-Eberly Telescope (HET),Spectroscopic
7815,2008-06-04 17:51:00.000,"GRB 080603B: Hobby-Eberly Telescope redshift confirmationA. Cucchiara and D. B. Fox (Penn State) report:

""Starting on 2008 June 4.13 UT we used the Marcario LRS spectrograph
on the Hobby-Eberly Telescope (R ~ 230) to obtain 2 x 900s spectra
of the optical afterglow of GRB 080603B (GCN 7792, GCN 7794).
The spectrum covers the wavelength range 4500 to 10,000 Angstrom.

We clearly detect the Lyman break and several metal absorption features
corresponding to a redshift z = 2.69.
No other systems are detected and our result confirms the redshift
determination by Fynbo et al. (GCN 7797).

We thank the HET staff for performing this challenging observation,
in particular Matthew Shetrone.""",2.69,GRB 080603B,Hobby-Eberly Telescope (HET),Spectroscopic
7818,2008-06-04 20:46:50.000,"GRB 080604: Gemini-North spectroscopyK. Wiersema (U. of Leicester), J. Graham (STScI), N. Tanvir, E. Rol (U. of 
Leicester), A. Levan (U. of Warwick) and A. Fruchter (STScI) report on 
behalf of a larger collaboration:

We observed the optical afterglow of GRB 080604 (GCNC 7800, 7801) with 
Gemini-North, using the GMOS-N instrument. Spectroscopy was performed with 
the R400 grism, using 4 x 450 seconds integration time, starting at
2008 June 04, 08:58 UT.

Several absorption lines of, among others, Fe II (2382,2586,2600), Mg II 
(2796,2803) and Mg I (2026,2852) are found at a redshift of 1.416. The 
discrepancy with respect to the redshift reported in GCN 7805 may be due 
to provisional calibration files used for the HET reduction (Cucchiara 
priv. comm.).

We thank the Gemini staff astronomers for their support in obtaining these 
observations.",1.416,GRB 080604,Gemini-North,Spectroscopic
7819,2008-06-04 20:56:18.000,"GRB080604: HET redshift retractionA. Cucchiara and D. B. Fox  (Penn State) report:

Based on updated calibration files we re-analyzed the GRB080604 spectrum
taken at HET (GCN 7805). The features reported in the previous GCN are no
longer significant at a 3-sigma confidence level.
Furthermore, only an upper limit of z < 2.8 can be derived from our dataset.

Our revised results are consistent with the results from Gemini-North 
spectroscopy
(Wiersama et al., GCN 7818).  The low signal to noise of our spectrum 
does not
permit detection of the absorption features associated with the z=1.416 
system
seen in those data.",No Redshift,GRB080604,HET,Spectroscopic
7832,2008-06-06 03:56:15.000,"GRB 080605: VLT redshiftPall Jakobsson (U. Hertfordshire), Paul M. Vreeswijk,
Dong Xu and Christina C. Thoene (DARK, NBI) report on behalf 
of a larger collaboration:

Using FORS2 on the Very Large Telescope, we have obtained
a 10 min spectrum (grism 300V) of the optical afterglow of
GRB 080605 (Sbarufatti et al., GCN 7828). The acquisition 
image shows it to have R = 20.4 on June 6.063 (1.7 hours
post burst).

A firm upper limit of z < 2.1 can be placed on the redshift
of GRB 080605 from the lack of Ly-alpha forest lines in the
spectrum of the afterglow.

The spectrum is rich in absorption features, including Si II,
C IV, Al II, Al III, Zn II, Fe II, Mg II and Mg I, corresponding 
to a redshift of z = 1.6398 +/- 0.0006.

We thank the Paranal staff for excellent support, especially
Linda Schmidtobreick.",z = 1.6398 +/- 0.0006,GRB 080605,Very Large Telescope (VLT),Spectroscopic
7849,2008-06-07 07:47:19.000,"GRB 080607: Keck/LRIS spectroscopy and redshiftJ. X. Prochaska (UCO/Lick), J. Shiode, J. S. Bloom, D. A. Perley, A. A. 
Miller, J. Shiode, D. Starr, R. Kennedy, and J. Brewer (UC Berkeley) report:

Upon receiving the GCN alert we immediately slewed with Keck I (+LRIS) 
to the field of GRB 080607 (GCN 7847, Mangano et al.).  The optical 
transient (GCN 7846, Rujopakarn et al.) was visually identified on the 
guider.  Spectroscopic observations began at 06:20:35 UT, 13 minutes 
after the trigger, using the 600 and 400 line gratings on the blue and 
red cameras, respectively, for wavelength coverage between 3000-9300 A.

Our preliminary reduction of the LRIS-b spectrum reveals a very strong, 
damped Lya profile and metal-line transitions of OI, SiII, CII, SiII* 
among others.  These establish the redshift of the GRB to be z=3.036.",z=3.036,GRB 080607,Keck I (+LRIS),Spectroscopic
7870,2008-06-13 00:28:58.000,"GRB 080603A: Late-time Keck imaging and spectroscopyD. A. Perley, J. S. Bloom, A. A. Miller, J. Shiode, J. Brewer, D. Starr, 
and R. Kennedy (UC Berkeley) report:

On the night of 2008-06-07 (UT) we re-observed the location of GRB 
080603A (GCN 7790, Paizis et al.) with Keck I / LRIS in g and R filters 
for 785s and 690s respectively, starting at 12:30 UT.  The optical 
afterglow (Gomboc et al., GCN 7788; Chornock et al., GCN 7789) is 
well-detected as the northern member of a complex of sources. 
Calibrating relative to four nearby USNO B1.0 stars we estimate an 
afterglow magnitude of

R = 23.7 +/- 0.1  (t = 4.05 days)

The extended source reported by Rymyantsev et al. (GCN 7860) is clearly 
detected and is well-resolved into the afterglow plus two extended 
sources in the g-band frame, with the southern source significantly 
redder than the afterglow and the faint western source.

A color image of the field is posted to:

http://lyra.berkeley.edu/~dperley/080603a/080603a_color.png

Given the very strong absorption lines reported in our spectroscopic 
observations (Perley et al., GCN 7791), this complex may be a bright 
host galaxy of this burst, as suggested by Rumyantsev et al.  However, 
the sources above are offset significantly from the afterglow (which 
itself is not obviously extended), suggesting instead that they may 
represent one or both of the intervening absorbers.

Later the same night, we acquired 2x900s spectra using a slit covering 
the northern (afterglow) source and southern source, and an additional 
1x600 spectrum using a slit covering the faint western source and the 
bright, clearly separated eastern source noted by Kann et al. (GCN 
7822).  No obvious emission lines are evident in any spectrum.  At any 
of the host and absorber redshifts of z=1.688, z=1.563 and z=1.271 
respectively, the bright potential emission features (Ly-alpha, OII) are 
expected to fall outside our wavelength coverage, on top of sky lines, 
or be strongly attenuated by the atmosphere, so this result is mildly 
supportive of an association of these sources with the host and/or 
absorbers.  However, the integrations were relatively short, and further 
follow-up is warranted.",1.688,GRB 080603A,Keck I / LRIS,Spectroscopic
7874,2008-06-13 16:18:12.000,"GRB 080514B: Spectroscopic constraints and probable host galaxyD. A. Perley, J. S. Bloom (UC Berkeley), H.-W. Chen (U Chicago), R. J. 
Foley, A. A. Miller, J. Shiode, J. Brewer, D. Starr, and R. Kennedy 
(UCB) report:

On the night of 2008-06-07 (UT) we observed the location of the 
Super-AGILE burst GRB 080514B (GCN 7715, Rapisarda et al.) with Keck I / 
LRIS in g and R filters for 1080s and 960s respectively, starting at 
12:53 UT.  We detect a source consistent with the afterglow position (de 
Ugarte Postigo et al., GCN 7719) in both filters.  Photometry within a 
1.1"" radius aperture gives an magnitude (calibrated to three nearby USNO 
B1.0 stars) of:

R = 23.9 +/- 0.2 (t = 24.1 days)

Compared to the measurement of Malesani et al. (R = 22.52 at 1.77 days, 
GCN 7734), this would suggest a decay index of only about alpha = 0.5 
were this the GRB afterglow, which is unlikely at such late times.  More 
likely, the source represents a relatively bright host galaxy of this burst.

However, analysis of a 2x1200s Gemini-North spectrum using GMOS taken at 
the afterglow location (offset <0.5"" from the host from a comparison 
from the Gemini i-band acquisition image) 1.9 days after the GRB shows 
no significant emission or absorption features over the usable spectral 
range from 4000-6720 Angstroms.  The continuum flux extends all the way 
to 4000 Angstroms without evidence of Lyman-alpha forest absorption, 
which imposes a redshift constraint of z < 2.3.  Further follow-up is 
encouraged.

A colorized image of the field is available at:

http://lyra.berkeley.edu/~dperley/080514b/080514b_color.png",No Redshift,GRB 080514B,Keck I / LRIS,Spectroscopic
