Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type,Parsed Redshift
6216,2007-03-19 07:28:15.000,"GRB 070318: absorption-line redshiftA.O. Jaunsen (Univ. Oslo), J.P.U. Fynbo (DARK/NBI), M.I. Andersen
(AIP) and P. Vreeswijk (ESO) report on behalf of a larger collaboration.

We observed the field of GRB 070318 (Cummings et al., GCN 6210, La
Parola et al, GCN 6214 and Page et al. GCN 6215) with the ESO/VLT UT2
equipped with FORS1. Observations started on 2007 Mar 19.008 UT and
an 1800-s spectra was acquired with the 300V grism covering a
wavelength range of 3500-8500A.

We identify several absorption lines from MgII, MgI, FeII, MnII of which
the MgII doublet 2796,2804 is the most prominent at a redshift of
z=0.836.

We thank the excellent support from the ESO/Paranal staff.

[GCN OPS NOTE(19mar07): Per author's request, the phrase ""several emission
lines"" was changed to ""several absorption lines"" and ""MI"" was changed
to ""Mg I"".]
[GCN OPS NOTE(23may08): This time I actually changed the text!]",0.836,GRB 070318,ESO/VLT UT2 equipped with FORS1,Spectroscopic,0.836
6244,2007-04-04 15:15:59.000,"GRB 070402: pseudo-z~3.36 from spectral parameters of the promptA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of GRB 070402
provided by Golenetskii et al. (GCNC 6243) to compute
the spectral pseudo-redshift** of this burst detected by
the IPN network (Hurley et al., GCNC 6241, GCNC 6242).

We find a pseudo-redshift pz= 3.36 +/- 1.00


** cf. http://www.ast.obs-mip.fr/grb/pz",3.36 +/- 1.00,GRB 070402,IPN network,Spectroscopic,3.36
6249,2007-04-06 21:29:54.000,"GRB 070406: photo-z of a bright galaxy in BAT error circleE. O. Ofek (Caltech) reports on behalf of a larger collaboration:

Within the BAT error circle of GRB070406 (Cummings et al.; GCN 6247),
there is a relatively bright (g~18.5) SDSS galaxy.
The coordinates of the galaxy are:

13:15:52.94 +16:31:26.0   J2000.0

and it has a photometric redshift of 0.11.",0.11,GRB070406,SDSS,Photometric,0.11
6283,2007-04-12 09:22:01.000,"GRB 070411: OA redshiftPall Jakobsson (U. Hertfordshire), Daniele Malesani,
Christina C. Thoene, Johan P. U. Fynbo, Jens Hjorth
(DARK, NBI), Andreas O. Jaunsen (U. Oslo),
Michael I. Andersen (Potsdam) and Paul M. Vreeswijk
(ESO), report on behalf of a larger collaboration:

Using FORS2 on the Very Large Telescope, we have obtained
2*10 min spectra (grism 1400V) of the optical afterglow
of GRB 070411 (Moretti et al., GCN 6267) on April 12.05.
The combined spectrum displays several absorption features,
including Ly-alpha, C II, C II*, Si II, Si IV and Fe II,
corresponding to a redshift of z = 2.954 (based on a
preliminary wavelength calibration).

We thank the Paranal staff for excellent support,
especially Leo Vanzi and Thomas Rivinius.",2.954,GRB 070411,Very Large Telescope (VLT),Spectroscopic,2.954
6322,2007-04-19 21:54:28.000,"GRB 070419: Keck/LRIS Absorption RedshiftS. B. Cenko, S. Gezari, T. Small (Caltech), D. B. Fox (Penn State), and E.
Berger (Carnegie) report on behalf of a larger collaboration:

We have obtained a spectrum of the optical afterglow of GRB070419A
(Chornock et al., GCN 6304) with the Low-Resolution Imaging Spectrometer
mounted on the 10-m Keck I telescope.  Observations consisted of 2 x 900 s
spectra taken at a mean epoch of approximately 11:36 19 April UT (~ 1.62
hr after the burst).

We identify a single strong absorption system, including Mg II, Fe II, Mn
II, and Fe I features, at a preliminary redshift of z = 0.97.  Coupled
with the lack of Lyman-alpha absorption down to ~ 3500 A, we consider
this system is likely from the host galaxy of GRB070419A.",0.97,GRB070419A,10-m Keck I telescope,Spectroscopic,0.97
6345,2007-04-23 16:01:10.000,"GRB 070420: pseudo-z~1.56 from spectral parameters of the promptA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters of the most intense
part of GRB 070420 provided by Golenetskii et al. (GCNC 6344)
to compute the spectral pseudo-redshift** of this burst
detected by SWIFT-BAT (Stamatikos et al., GCNC 6330).

We find a pseudo-redshift pz= 1.56 +/- 0.35


** cf. http://www.ast.obs-mip.fr/grb/pz",1.56 +/- 0.35,GRB 070420,"SWIFT-BAT, GCNC 6330",Spectroscopic,1.56
6379,2007-05-07 11:03:32.000,"GRB 070506: VLT redshiftChristina C. Thoene (DARK), Andreas O. Jaunsen (Univ. Oslo), Johan P. U.
Fynbo (DARK), Pall Jakobsson (Univ. of Hertfordshire) and Paul M.
Vreeswijk (ESO) report:


We obtained 2x15min spectra of the OT of GRB 070506 (Pagani et al., GCN
6375 and 6378) on May 6.41 with FORS1/VLT during twilight. The grism used
(300V) covers the wavelength range from 3000 to 9000 A.

The identification of a strong Lyman-alpha absorption together with SiII,
FeII, CIV, AlII, AlIII and ZnII absorption lines leads to a redshift of z=2.31
for GRB 070506.


We thank the staff at Paranal for excellent support.",2.31,GRB 070506,VLT,Spectroscopic,2.31
6409,2007-05-15 08:25:16.000,"GRB 070512: pseudo-z ~ 1.39 from prompt emission spectrumA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters obtained with the Konus
spectrum of the bright burst GRB 070512 (Golenetskii et al., GCNC 6408)
to compute the spectral pseudo-redshift(**) of this burst
localized by the IPN Network.

We obtain: pz= 1.39 +/- 0.20

As this redshift estimator is partly based on the Amati relation,
we caution that this pseudo-redshift might be wrong
if GRB 070512 is a short-hard burst.


(**) cf. http://www.ast.obs-mip.fr/grb/pz",1.39 +/- 0.20,GRB 070512,LATT-OMP,Photometric and Spectroscopic,1.39
6470,2007-05-29 20:55:06.000,"GRB 070529: Gemini RedshiftE. Berger (Carnegie), D. B. Fox and A. Cucchiara (Penn State) report:

""Starting on 2007 May 29.59 UT we used GMOS on the Gemini North telescope 
to obtain a 900 sec spectrum of the afterglow of GRB 050729 (GCN 6466). 
The spectrum covers the wavelength range 5000-7900A.  We find several 
strong absorption features corresponding to CIV, SiII, FeII, AlII, AlIII, 
etc. at a redshift of z=2.4996, which we identify as the redshift of the 
burst.  At this redshift the observed fluence of 2.6e-6 erg/cm^2 (GCN 
6468) translates to an isotropic equivalent energy of 3.8e52 erg.""",2.4996,GRB 050729,Gemini North telescope,Spectroscopic,2.4996
6529,2007-06-13 19:28:21.000,"GRB 070612A:  spectral lagJ.P. Norris (U.Denver), S.D. Barthelmy (GSFC), N. Gehrels (GSFC):

Spectral lag analysis of the two main emission episodes in GRB 070612A,
described in GCN Circ. 6522 (Barthelmy et al.) indicate that this burst
has relatively long lags, comparable to and longer than that of GRB 980425
(~ 2-3 s), the first burst associated with a supernova.

For the first, brighter FRED-like pulse structure, the lag measurement
between BAT energy bands 15-25 keV and 50-100 keV (25-50 and 100-350 keV)
is 2.5 s +2.1-1.8 s (2.5 +0.7-0.5 s).

For the second, dimmer pulse structure, the 15-25 keV to 50-100 keV
lag is 5.8 s +2.6-1.9 s.  The flux in the 100-350 keV band for this
second episode was too low to make a useful measurement.

Spectral lags of several seconds indicate a relatively low luminosity
burst, consistent with the nearby host (z ~ 0.1) described in GCN Circ.
6525 (Cenko et al.).",z ~ 0.1,GRB 070612A,GSFC,Photometric,0.1
6556,2007-06-19 04:37:40.000,"GRB070612A: Gemini Spectroscopic RedshiftS. B. Cenko (Caltech), D. B. Fox, A. Cucchiara (Penn State), B. P. Schmidt
(Australia National University), E. Berger (Carnegie), P. A. Price (IfA),
and K. C. Roth (Gemini) report on behalf of a larger collaboration:

Starting on 2007 June 17 at 06:10 UT we used GMOS on the Gemini North
telescope to obtain a 600 s spectrum of the afterglow + host galaxy of GRB
070612A (Grupe et al., GCN 6509).  The spectrum was taken in twilight at
very high airmass (~ 3.2) and covers the wavelength range ~ 4000-8120 A.

We find a strong, broad (~ 10 A) emission line at ~ 6229 A that, based on
the lack any blueward emission features, we identify as [O II] 3727 at
z=0.617.  We also notice another possible emission feature at the very red
edge of our spectrum corresponding to H-beta at the same redshift.  No
other features are detected either in emission nor in absorption.

We note that this redshift is significantly larger than the original SDSS
photometric redshift (z ~ 0.1) noted by Cenko, Ofek, and Fox (GCN
6525), and is more consistent with the larger redshift (z ~ 0.4) noted by
Malesani et al. (GCN 6555).  The larger distance would naturally explain
the faintness of any associated SN emission, as noted by these authors.

We wish to thank and acknowledge the effort of the staff at Gemini North
in undertaking these difficult observations.",0.617,GRB070612A,Gemini North,Spectroscopic,0.617
661,2000-05-03 06:25:31.000,"The redshift of GRB 000418The redshift of GRB 000418

J. S. Bloom, A. Diercks, S. G. Djorgovski, D. Kaplan, and S. R. Kulkarni
(Caltech) report on behalf of the larger Caltech-NRAO-CARA GRB
collaboration:

""We observed the transient position of GRB 000418 (Klose et al. GCN #645)
with the Echellette Spectrograph and Imager (ESI) on the Keck II 10-m
Telescope on Mauna Kea at 2.318 May 2000 UT.  In a 1200-s exposure we
detect both broadband continuum and a strong doublet in emission at
wavelengths Lambda = 7894.0,7899.4 Angstrom (preliminary reduction).  
Further observations of the source are in progress.

We attribute this doublet to [OII] emission from the underlying host
galaxy.  If so, this would place GRB 000418 at a redshift of 
z=1.11854 +/- 0.0007, placing it near the median of GRB redshifts thus far
obtained. Assuming a flat lambda cosmology of H_0 = 65 km/s/Mpc, Omega_m =
0.3, Omega_lam = 0.7 the luminosity distance to the GRB is 
D_L = 2.515 x 10^28 cm.  Since the total fluence of the burst is 
1.3 x 10^{-5} erg cm^{-2} (Hurley et al. GCN #642), we estimate the total
isotropic energy release of the GRB to be E = 4.9 x 10^52 erg.""

This message may be cited.",z=1.11854 +/- 0.0007,GRB 000418,Keck II 10-m Telescope on Mauna Kea at 2.318 May 2000 UT,Spectroscopic,1.11854
6651,2007-07-22 19:37:46.000,"GRB 070721B: optical observations and proposed redshiftD. Malesani (DARK), P. Jakobsson (Univ. Hertfordshire), J.P.U. Fynbo, J. 
Hjorth and P.M. Vreeswijk (DARK) report:

We observed the optical counterpart of GRB 070721B (Ziaeepour et al., 
GCN 6640; Schady, GCN 6641) with the ESO-VLT equipped with FORS2.

Close to the UVOT position (Schady, GCN 6641), we detect two objects:

1: RA = 02:12:32.97, Dec = -02:11:41.0
2: RA = 02:12:33.03, Dec = -02:11:41.6

We note that object #1 is consistent with the UVOT position, while #2 is 
1.6"" away. We estimate R~23.8 and R~24.3 on Jul 22.319 UT (21.6 hr after 
the GRB) for objects #1 and #2, respectively.

We acquired spectra for both objects. Thanks to the detection of a DLA 
and several metallic lines, we infer for object #2 a redshift z=3.626. 
The spectrum is typical of a GRB afterglow, and we thus suggest that 
object #2 is the optical counterpart of GRB 070721B. This redshift is 
also consistent with the nondetection of the object in filters bluer 
than V (De Pasquale & Ziaeepour, GCN 6650). Further observations are 
planned to test the variability of both objects.

A finding chart and a plot of the 2D spectrum is available at:

http://www.astro.ku.dk/~malesani/GRB/070721B

We acknowledge excellent support from the ESO staff, in particular 
Angela Cortes, Dominique Naef and Yuri Beletsky. We thank Massimiliano 
De Pasquale for useful discussion.",z=3.626,GRB 070721B,ESO-VLT,Spectroscopic,3.626
6665,2007-07-25 10:23:16.000,"GRB070724: Host galaxy redshiftA. Cucchiara, D. B. Fox (Penn State), S. B. Cenko (Caltech), E. Berger 
(Carnegie),
P. A. Price (IfA) and J. Radomski (Gemini) report on behalf of a larger 
collaboration:


Starting on 2007 July 25 at 06:40 UT we used GMOS on the Gemini South
telescope to obtain a set of 900 seconds spectra of the host galaxy of 
GRB070724
(Ziaeepour et al., GCN 6654).  
The covered wavelength  range is ~5000-9000 A.

We found strong evidence of emission lines identified as [O II] 3727, 
Hbeta and
[O III] 4959,5007 doublet at redshift z=0.457.  
This confirms the low-redshift nature
of the host galaxy for this short burst as noted by Bloom et al. (GCN 6658).


We wish to thank and acknowledge the effort of the staff at Gemini South
in undertaking these observations.",0.457,GRB070724,Gemini South,Spectroscopic,0.457
6687,2007-07-30 15:54:19.000,"GRB 070724B: pseudo-z ~ 1.10 from prompt emission spectrumA. Pelangeon & J-L. Atteia (LATT-OMP) report:

We have used the spectral parameters obtained for the most intense part
of GRB 070724B -- from T0+24.8 to T0+41.2 s, Konus time
(V. Pal'shin, Ioffe Inst., private communication) --
observed by Konus-Wind (Golenetskii et al., GCNC 6671)
to compute the spectral pseudo-redshift(**) of the first burst
localized by SuperAGILE (Feroci et al., GCNC 6668).

We obtain: pz= 1.10 +/- 0.20

We thank V. Pal'shin for having kindly performed the spectrum analysis
and providing us the spectral parameters.


(**) cf. http://www.ast.obs-mip.fr/grb/pz",1.10 +/- 0.20,GRB 070724B,Konus-Wind,Spectroscopic,1.1
6698,2007-08-02 10:22:41.000,"GRB 070802: VLT redshiftJ.X. Prochaska (UCO/Lick), C.C. Thoene, D. Malesani, J.P.U. Fynbo, P.M. 
Vreeswijk (DARK), report:

We observed the candidate afterglow of GRB 070802 (Barthelmy et al., GCN 
6692; Berger et al., GCN 6695) with the ESO VLT + FORS2. A 30-min 
spectrum was acquired starting on Aug 2.378 UT. From the detection of 
several Fe lines, we measure z=2.45.

We acknoweldge excellent support from the VLT staff, in particular Alain 
Smette.",2.45,GRB 070802,ESO VLT + FORS2,Spectroscopic,2.45
6741,2007-08-10 13:47:14.000,"GRB 070810: Keck redshift and photometryC. C. Thoene (DARK, UC Berkeley), D. A. Perley (UCB), J. Cooke (UC
Irvine), J. S. Bloom (UC Berkeley), H.-W. Chen (Univ. Chicago) and E.
Barton (UCI) report:

We took 2x10min spectra of the afterglow of GRB 070810 (GCN 6734, Swan et
al.; GCN 6735, Chester et al.) with Keck I + LRIS on Aug. 10, starting
05:46:32 UT (3.58h after the burst) in twilight. From a DLA and several
absorption lines including Fe II, OI, SiII and CII, we infer a redshift of
z=2.17 for that burst.

In addition, we obtained 2x120 s imaging in R band and 2x150 s in g band,
starting at 06:13:26 UT.
Calibrating relative to five USNO-B1.0 stars, we measure a magnitude of
R=20.45 +/- 0.5, dominated by the systematic uncertainty relative to the
catalog.",z=2.17,GRB 070810,Keck I + LRIS,Spectroscopic,2.17
6756,2007-08-12 03:25:02.000,"GRB 070810B: Keck spectroscopy of possible host galaxiesChristina C. Thoene (DARK, UC Berkeley), Joshua S. Bloom, Nathaniel R.
Butler (UCB) and Peter Nugent (LBL) report:

We obtained spectra of several sources around the reported XRT positions
of GRB70810B (GCN 6754 , Starling et al.) on Aug. 11, 12:30 UT, using Keck
I + LRIS. No new source is seen in imaging of the field at the same time.
At the position of source 1 (""S1"") from Starling et al., there is no
optical counterpart visible. From further analysis of the X-ray data, we
detect another weak X-ray source at RA 00:35:46.892, DEC 08:51:05.96
(""S3"") which includes a weak optical source.
Within the BAT error circle, there is an early type galaxy (LEDA 1354367)
as noted first in Marshall et. al, GCN 6743, for which we determined a
redshift of z=0.0385 derived from Ca H&K absorption lines.
Around source 2 (""S2""), there are four galaxies of which two show strong
emission lines leading to a redshifts around z=0.49 from OII, OIII and the
Balmer series. The two other galaxies have marginal detections of emission
lines at the same redshift and these galaxies might therefore be part of a
cluster or even interacting.

An image indicating the different XRT positions and galaxies observed can
be found at:
http://lyra.berkeley.edu/~cthoene/GRBs/GRB070810B.png


CT wants to thank Keck support astronomer Greg Wirth and his wife for
excellent dinner support during the observations. Tusend tak!",z=0.0385,GRB70810B,Keck I + LRIS,Spectroscopic,0.0385
